赛马娘：评价分、属性分、等级阈值、技能价格完整整理
生成日期：2026-07-20

【0. 适用范围与来源】
- master.mdb SHA-256: b387ffd16d0ee2c28ed9a1711049a3635c204fc72b652f616e7a199c698c51f0
- 属性分来源: hzyhhzy/UmaAi / Cook2 / 2b06fb9 / UmaSimulator/GameDatabase/GameConstants.cpp / FiveStatusFinalScore
- 等级阈值来源: master.mdb.single_mode_rank（298行）
- 技能名来源: master.mdb.text_data(category=47)
- 技能基础评价分来源: master.mdb.skill_data.grade_value
- 技能原价来源: master.mdb.single_mode_skill_need_point.need_skill_point
- 本文件使用制表符分列，是人可读且可直接按TSV解析的TXT；未生成混合型大型JSON。

【1. 总评价结构】
总评价 = 五维属性评价分之和 + 已学技能评价分 + 固有技能等其他评价项 + 结算规则中的剩余技能Pt评价。
五维属性（速度/耐力/力量/根性/智力）共用同一张 FiveStatusFinalScore 查表。
技能 Hint 与“切れ者”改变的是购买技能所需技能Pt，不直接改变该技能的 grade_value。
注意：下方 grade_value 是MDB中的技能基础评价值；适性、技能替换/上下位、固有等级等最终结算规则须在模拟器中另行处理。

【2. Hint与切れ者折扣】
Hint Lv0: 原价100%；Lv1: 90%；Lv2: 80%；Lv3: 70%；Lv4: 65%；Lv5: 60%。
切れ者: 在Hint折扣后的价格基础上再减10%，即再乘0.9；例如Hint后为原价50%时，切れ者后约为原价45%。
重要：精确整数取整顺序仍须用客户端逻辑/实机边界样本核验；在完成该核验前，不把浮点近似冒充逐点实机价格。

【3. 完整属性评价分表：0～2800】
属性值	单项属性评价分	相对上一点增量
210311	アスリート魂	1	21031	1	217	170	4	1	0	0	0
210321	私たちの走る道程	2	21032	2	633	200	3	1	0	0	0
210322	いつまでも健やかに	1	21032	1	263	200	3	1	0	0	0
210331	食の極意	1	21033	1	217	170	2	1	0	0	0
210341	もう少しだけ、いい景色	2	21034	2	633	200	3	1	0	0	0
210342	夢の再生方法	1	21034	1	263	200	3	1	0	0	0
210351	新たな伝説を築く者	2	21035	2	633	200	3	1	0	0	0
210352	時代を変える者	1	21035	1	263	200	3	1	0	0	0
210361	本能の懸け橋	2	21036	2	633	200	3	1	0	0	0
210362	あるがままに	1	21036	1	263	200	3	1	0	0	0
210371	保養が導く奇跡	2	21037	2	633	200	3	1	0	0	0
210372	本気で休んで、もう一度	1	21037	1	263	200	3	1	0	0	0
210381	情熱と挑戦の先の栄光	2	21038	2	633	200	3	1	0	0	0
210382	アメリカンドリーム	1	21038	1	263	200	3	1	0	0	0
210391	極上の感謝を！	2	21039	2	633	200	3	1	0	0	0
210392	恩返し、召し上がれ	1	21039	1	263	200	3	1	0	0	0
900011	シューティングスター	1	90001	2	180	200	5	1	0	0	0
900021	先頭の景色は譲らない…！	1	90002	2	180	200	5	1	0	0	0
900031	究極テイオーステップ	1	90003	2	180	200	5	1	0	0	0
900041	紅焔ギア/LP1211-M	1	90004	2	180	200	5	1	0	0	0
900051	煌星のヴォードヴィル	1	90005	2	180	200	5	1	0	0	0
900061	勝利の鼓動	1	90006	2	180	200	5	1	0	0	0
900071	不沈艦、抜錨ォッ！	1	90007	2	180	200	5	1	0	0	0
900081	カッティング×DRIVE！	1	90008	2	180	200	5	1	0	0	0
900091	ブリリアント・レッドエース	1	90009	2	180	200	5	1	0	0	0
900101	ヴィクトリーショット！	1	90010	2	180	200	5	1	0	0	0
900111	精神一到何事か成らざらん	1	90011	2	180	200	5	1	0	0	0
900121	タイマン！デッドヒート！	1	90012	2	180	200	5	1	0	0	0
900131	貴顕の使命を果たすべく	1	90013	2	180	200	5	1	0	0	0
900141	プランチャ☆ガナドール	1	90014	2	180	200	5	1	0	0	0
900151	ヴィットーリアに捧ぐ舞踏	1	90015	2	180	200	5	1	0	0	0
900161	Shadow Break	1	90016	2	180	200	5	1	0	0	0
900171	汝、皇帝の神威を見よ	1	90017	2	180	200	5	1	0	0	0
900181	ブレイズ・オブ・プライド	1	90018	2	180	200	5	1	0	0	0
900191	尊み☆ﾗｽﾄｽﾊﾟ—(ﾟ∀ﾟ)—ﾄ!	1	90019	2	180	200	5	1	0	0	0
900201	アングリング×スキーミング	1	90020	2	180	200	5	1	0	0	0
900211	白い稲妻、見せたるで！	1	90021	2	180	200	5	1	0	0	0
900221	Fairy tale	1	90022	2	180	200	5	1	0	0	0
900231	∴win Q.E.D.	1	90023	2	180	200	5	1	0	0	0
900241	ひらめき☆ランディング	1	90024	2	180	200	5	1	0	0	0
900251	アナタヲ・オイカケテ	1	90025	2	180	200	5	1	0	0	0
900261	G00 1st.F∞;	1	90026	2	180	200	5	1	0	0	0
900271	レッツ・アナボリック！	1	90027	2	180	200	5	1	0	0	0
900281	I'M☆FULL☆SPEED!!	1	90028	2	180	200	5	1	0	0	0
900291	ゆきあかり、おいかけて	1	90029	2	180	200	5	1	0	0	0
900301	ブルーローズチェイサー	1	90030	2	180	200	5	1	0	0	0
900311	チャージ完了！全速前進！	1	90031	2	180	200	5	1	0	0	0
900321	U=ma2	1	90032	2	180	200	5	1	0	0	0
900331	ディオスクロイの流星	1	90033	2	180	200	5	1	0	0	0
900341	快走かな、快走かな！	1	90034	2	180	200	5	1	0	0	0
900351	勝利のチケットを、君にッ！	1	90035	2	180	200	5	1	0	0	0
900361	trigger:BEAT	1	90036	2	180	200	5	1	0	0	0
900371	Schwarzes Schwert	1	90037	2	180	200	5	1	0	0	0
900381	#LookatCurren	1	90038	2	180	200	5	1	0	0	0
900391	姫たるもの、勝利をこの手に	1	90039	2	180	200	5	1	0	0	0
900401	KEEP IT REAL.	1	90040	2	180	200	5	1	0	0	0
900411	優等生×バクシン＝大勝利ッ	1	90041	2	180	200	5	1	0	0	0
900421	『I'm possible』	1	90042	2	180	200	5	1	0	0	0
900431	Ding Dong Boo	1	90043	2	180	200	5	1	0	0	0
900441	いただき☆ストレリチア！	1	90044	2	180	200	5	1	0	0	0
900451	ピュリティオブハート	1	90045	2	180	200	5	1	0	0	0
900461	キラキラ☆STARDOM	1	90046	2	180	200	5	1	0	0	0
900471	掲げよ、己が魂の剣を！	1	90047	2	180	200	5	1	0	0	0
900481	YEAH☆VIVID TIME!	1	90048	2	180	200	5	1	0	0	0
900491	剣ヶ峰より、狂気に嗤え	1	90049	2	180	200	5	1	0	0	0
900501	Nemesis	1	90050	2	180	200	5	1	0	0	0
900511	つぼみ、ほころぶ時	1	90051	2	180	200	5	1	0	0	0
900521	ワクワククライマックス	1	90052	2	180	200	5	1	0	0	0
900531	熱血！！風紀アタック	1	90053	2	180	200	5	1	0	0	0
900541	疾風爆走ペガサスダッシュ！	1	90054	2	180	200	5	1	0	0	0
900551	万彩☆マーベラス★世界	1	90055	2	180	200	5	1	0	0	0
900561	来ます来てます来させます！	1	90056	2	180	200	5	1	0	0	0
900571	叙情、旅路の果てに	1	90057	2	180	200	5	1	0	0	0
900581	I Never Goof Up!	1	90058	2	180	200	5	1	0	0	0
900591	彼方、その先へ…	1	90059	2	180	200	5	1	0	0	0
900601	きっとその先へ…！	1	90060	2	180	200	5	1	0	0	0
900611	Pride of KING	1	90061	2	180	200	5	1	0	0	0
900621	どんっ、パッ、むんっ	1	90062	2	180	200	5	1	0	0	0
900631	百錬成鋼	1	90063	2	180	200	5	1	0	0	0
900641	ぶっちぎりロード	1	90064	2	180	200	5	1	0	0	0
900651	アゲてアゲてぷちょへんざ！	1	90065	2	180	200	5	1	0	0	0
900661	エンジン全開！大噴射！	1	90066	2	180	200	5	1	0	0	0
900671	晦冥を照らせ永遠の耀き	1	90067	2	180	200	5	1	0	0	0
900681	勝ち鬨ワッショイ！	1	90068	2	180	200	5	1	0	0	0
900691	憧れは桜を越える！	1	90069	2	180	200	5	1	0	0	0
900701	セイリオス	1	90070	2	180	200	5	1	0	0	0
900711	一期の夢、刹那の飛翔	1	90071	2	180	200	5	1	0	0	0
900721	烈火繚乱、無敵之舞	1	90072	2	180	200	5	1	0	0	0
900731	燃え盛るは絶対の意志	1	90073	2	180	200	5	1	0	0	0
900741	麗しき花信風	1	90074	2	180	200	5	1	0	0	0
900761	花開き、世界	1	90076	2	180	200	5	1	0	0	0
900771	Road to Glory	1	90077	2	180	200	5	1	0	0	0
900781	風光る	1	90078	2	180	200	5	1	0	0	0
900791	『船橋最強！』	1	90079	2	180	200	5	1	0	0	0
900801	Info: Acquired	1	90080	2	180	200	5	1	0	0	0
900811	Punkish Bite	1	90081	2	180	200	5	1	0	0	0
900821	Shining Runway	1	90082	2	180	200	5	1	0	0	0
900831	Mission: Triumph	1	90083	2	180	200	5	1	0	0	0
900841	霹靂のアウフヘーベン	1	90084	2	180	200	5	1	0	0	0
900851	至上であれ	1	90085	2	180	200	5	1	0	0	0
900861	愛と熔けよただ熔けよ	1	90086	2	180	200	5	1	0	0	0
900871	Silent letter	1	90087	2	180	200	5	1	0	0	0
900881	Reversal Illusion	1	90088	2	180	200	5	1	0	0	0
900891	Celeste Oath	1	90089	2	180	200	5	1	0	0	0
900901	Queen's Rebirth	1	90090	2	180	200	5	1	0	0	0
900911	デラックス☆ファウンテン	1	90091	2	180	200	5	1	0	0	0
900921	照らすのはわたしの焔	1	90092	2	180	200	5	1	0	0	0
900931	幸せの青い光	1	90093	2	180	200	5	1	0	0	0
900941	Faith in the Feral	1	90094	2	180	200	5	1	0	0	0
900951	念い、信ずればこそ	1	90095	2	180	200	5	1	0	0	0
900961	知宵欺敵、百戦不殆	1	90096	2	180	200	5	1	0	0	0
900971	スカーレットリリィの高揚	1	90097	2	180	200	5	1	0	0	0
900981	理運開かりて翔る	1	90098	2	180	200	5	1	0	0	0
900991	かがやけ☆とまこまい	1	90099	2	180	200	5	1	0	0	0
901001	Never Say Never	1	90100	2	180	200	5	1	0	0	0
901021	ヴィヴァーチェ・ヴォラーレ	1	90102	2	180	200	5	1	0	0	0
901031	絶対最強☆アピール宣言！	1	90103	2	180	200	5	1	0	0	0
901041	暁の御旗『葛城栄主』！	1	90104	2	180	200	5	1	0	0	0
901051	アド・アストラ	1	90105	2	180	200	5	1	0	0	0
901061	Bang☆ミラクるわせ！	1	90106	2	180	200	5	1	0	0	0
901071	Billions of stars	1	90107	2	180	200	5	1	0	0	0
901081	羅刹、赤翼にて天上へ至らん	1	90108	2	180	200	5	1	0	0	0
901091	繋ぐ・繋がる×夢・未来	1	90109	2	180	200	5	1	0	0	0
901101	Guiding Sea	1	90110	2	180	200	5	1	0	0	0
901111	辿る血脈、芽吹く未来	1	90111	2	180	200	5	1	0	0	0
901121	With All My Heart	1	90112	2	180	200	5	1	0	0	0
901131	ホップステップ・ゲッチュ♡	1	90113	2	180	200	5	1	0	0	0
901141	To Our Vista	1	90114	2	180	200	5	1	0	0	0
901151	我が覇道、阻むものなし	1	90115	2	180	200	5	1	0	0	0
901161	烈華の洗礼	1	90116	2	180	200	5	1	0	0	0
901171	鋭気のアレグロ	1	90117	2	180	200	5	1	0	0	0
901181	悠遠のファーノース	1	90118	2	180	200	5	1	0	0	0
901191	『それでは、よき旅を』	1	90119	2	180	200	5	1	0	0	0
901201	無二無三なる一条の路	1	90120	2	180	200	5	1	0	0	0
901211	Lame de vent	1	90121	2	180	200	5	1	0	0	0
901241	ふくらむ夢、先駆の途	1	90124	2	180	200	5	1	0	0	0
901271	対象捕捉！正義遂行！	1	90127	2	180	200	5	1	0	0	0
901291	Peerless Heroine	1	90129	2	180	200	5	1	0	0	0
901301	咲う花形	1	90130	2	180	200	5	1	0	0	0
901311	¡Qué alegría!	1	90131	2	180	200	5	1	0	0	0
901321	Circulating Love♡	1	90132	2	180	200	5	1	0	0	0
901331	Weaving History	1	90133	2	180	200	5	1	0	0	0
901341	いずれあなたに咲くフローラ	1	90134	2	180	200	5	1	0	0	0
901351	黄金を訪ねて	1	90135	2	180	200	5	1	0	0	0
901361	無垢の祈り・ホーリーライト	1	90136	2	180	200	5	1	0	0	0
901371	想像×創造＝∞	1	90137	2	180	200	5	1	0	0	0
901431	Ring-a-Link	1	90143	2	180	200	5	1	0	0	0
910011	わやかわ♪マリンダイヴ	1	91001	2	180	200	5	1	0	0	0
910021	水平線のその先へ	1	91002	2	180	200	5	1	0	0	0
910031	絶対は、ボクだ	1	91003	2	180	200	5	1	0	0	0
910041	グッときて♪Chu	1	91004	2	180	200	5	1	0	0	0
910051	Ravissant	1	91005	2	180	200	5	1	0	0	0
910061	聖夜のミラクルラン！	1	91006	2	180	200	5	1	0	0	0
910071	Adventure of 564	1	91007	2	180	200	5	1	0	0	0
910081	Into High Gear!	1	91008	2	180	200	5	1	0	0	0
910091	Queen's Lumination	1	91009	2	180	200	5	1	0	0	0
910101	Joyful Voyage!	1	91010	2	180	200	5	1	0	0	0
910111	ゲインヒール・スペリアー	1	91011	2	180	200	5	1	0	0	0
910121	大盛り！ファーストバイト！	1	91012	2	180	200	5	1	0	0	0
910131	最強の名を懸けて	1	91013	2	180	200	5	1	0	0	0
910141	コンドル猛撃波	1	91014	2	180	200	5	1	0	0	0
910151	恵福バルカローレ	1	91015	2	180	200	5	1	0	0	0
910161	灰色の臨界点	1	91016	2	180	200	5	1	0	0	0
910171	翳り退く、さざめきの矢	1	91017	2	180	200	5	1	0	0	0
910181	薫風、永遠なる瞬間を	1	91018	2	180	200	5	1	0	0	0
910191	萌到讓我活過來了！	1	91019	2	180	200	5	1	0	0	0
910201	Do Ya Breakin!	1	91020	2	180	200	5	1	0	0	0
910211	火神鳴	1	91021	2	180	200	5	1	0	0	0
910221	Best day ever	1	91022	2	180	200	5	1	0	0	0
910231	Presents from X	1	91023	2	180	200	5	1	0	0	0
910241	フラワリー☆マニューバ	1	91024	2	180	200	5	1	0	0	0
910251	心からのおもてにゃし	1	91025	2	180	200	5	1	0	0	0
910261	オペレーション・Cacao	1	91026	2	180	200	5	1	0	0	0
910271	あなたに捧げるフリーポア	1	91027	2	180	200	5	1	0	0	0
910281	シュガーパレード・始動！	1	91028	2	180	200	5	1	0	0	0
910291	いっぱいおあげんしぇ！	1	91029	2	180	200	5	1	0	0	0
910301	Drain for rose	1	91030	2	180	200	5	1	0	0	0
910311	フレッシュ☆パーラー	1	91031	2	180	200	5	1	0	0	0
910321	夏空ハレーション	1	91032	2	180	200	5	1	0	0	0
910331	Crystal Mist	1	91033	2	180	200	5	1	0	0	0
910341	灯穂	1	91034	2	180	200	5	1	0	0	0
910351	夢の先へ、届け！	1	91035	2	180	200	5	1	0	0	0
910361	...found you.	1	91036	2	180	200	5	1	0	0	0
910371	Guten Appetit♪	1	91037	2	180	200	5	1	0	0	0
910381	One True Color	1	91038	2	180	200	5	1	0	0	0
910391	快なる剛力	1	91039	2	180	200	5	1	0	0	0
910401	GET DOWN	1	91040	2	180	200	5	1	0	0	0
910411	CHERRY☆スクランブル	1	91041	2	180	200	5	1	0	0	0
910421	Oh!bento-magic☆	1	91042	2	180	200	5	1	0	0	0
910441	とっておきmaterialize	1	91044	2	180	200	5	1	0	0	0
910451	ぐるぐるマミートリック♡	1	91045	2	180	200	5	1	0	0	0
910461	α-star*	1	91046	2	180	200	5	1	0	0	0
910471	未知との遭遇、即ち物語	1	91047	2	180	200	5	1	0	0	0
910481	GALmem.ふぉーえば♪	1	91048	2	180	200	5	1	0	0	0
910491	運否、聖夜の星に賭ける	1	91049	2	180	200	5	1	0	0	0
910501	Hephaistos	1	91050	2	180	200	5	1	0	0	0
910511	Flowering Dreams	1	91051	2	180	200	5	1	0	0	0
910521	113転び114起き	1	91052	2	180	200	5	1	0	0	0
910531	奥義・常夏バーニング！！	1	91053	2	180	200	5	1	0	0	0
910551	喝采☆ワンダードール！	1	91055	2	180	200	5	1	0	0	0
910561	禾スナハチ登ル	1	91056	2	180	200	5	1	0	0	0
910571	爛然闊歩	1	91057	2	180	200	5	1	0	0	0
910581	Spooky-Scary-Happy	1	91058	2	180	200	5	1	0	0	0
910591	ときめきが呼ぶほうへ	1	91059	2	180	200	5	1	0	0	0
910601	Go☆Go☆for it!	1	91060	2	180	200	5	1	0	0	0
910611	轟！トレセン応援団！！	1	91061	2	180	200	5	1	0	0	0
910621	ごろりん！？パワードライブ	1	91062	2	180	200	5	1	0	0	0
910631	千歳、廻りて	1	91063	2	180	200	5	1	0	0	0
910641	jingle all the way	1	91064	2	180	200	5	1	0	0	0
910651	ノッてけ、マッシュアップ！	1	91065	2	180	200	5	1	0	0	0
910671	玄雲散らす、黄金甲矢	1	91067	2	180	200	5	1	0	0	0
910681	あっぱれ大盤振る舞い！	1	91068	2	180	200	5	1	0	0	0
910691	咲け咲け！私！	1	91069	2	180	200	5	1	0	0	0
910701	駆るは光、狩るは星々	1	91070	2	180	200	5	1	0	0	0
910711	Danser le présent	1	91071	2	180	200	5	1	0	0	0
910721	剛勇果断、烈火之刀	1	91072	2	180	200	5	1	0	0	0
910741	Illuminate you	1	91074	2	180	200	5	1	0	0	0
910761	春光・Bon appétit	1	91076	2	180	200	5	1	0	0	0
910771	Joy to the World	1	91077	2	180	200	5	1	0	0	0
910781	Breezy Treat	1	91078	2	180	200	5	1	0	0	0
910801	地熱解放オーヴァードライブ	1	91080	2	180	200	5	1	0	0	0
910821	煌めき華やぐアローライン	1	91082	2	180	200	5	1	0	0	0
910831	Immortal Work	1	91083	2	180	200	5	1	0	0	0
910841	深淵のテルプシコラー	1	91084	2	180	200	5	1	0	0	0
910851	蒼炎	1	91085	2	180	200	5	1	0	0	0
910861	解けぬ結い目	1	91086	2	180	200	5	1	0	0	0
910871	ふわもこアワー	1	91087	2	180	200	5	1	0	0	0
910881	夏雷カスケード！	1	91088	2	180	200	5	1	0	0	0
910891	Tidebreaker	1	91089	2	180	200	5	1	0	0	0
910911	ジュ・テーム☆バカンス！	1	91091	2	180	200	5	1	0	0	0
910931	きせき・おもい・かなで	1	91093	2	180	200	5	1	0	0	0
910941	黄昏の血盟	1	91094	2	180	200	5	1	0	0	0
910981	五獣挙りて彩光奏づ	1	91098	2	180	200	5	1	0	0	0
910991	とびだせ☆ポッピングシェル	1	91099	2	180	200	5	1	0	0	0
911001	湯守の和心	1	91100	2	180	200	5	1	0	0	0
911021	ケ・ピアチェーヴォレ！	1	91102	2	180	200	5	1	0	0	0
911041	決意一筆	1	91104	2	180	200	5	1	0	0	0
911051	Encounter with U	1	91105	2	180	200	5	1	0	0	0
911061	小さな奇跡、フォーユー♪	1	91106	2	180	200	5	1	0	0	0
911071	Romantic Horizon	1	91107	2	180	200	5	1	0	0	0
911091	ずっとずっと輝いて	1	91109	2	180	200	5	1	0	0	0
911101	時かけるせせらぎ	1	91110	2	180	200	5	1	0	0	0
911161	不凋なるCattleya	1	91116	2	180	200	5	1	0	0	0
911191	夢寐に見る銀世界	1	91119	2	180	200	5	1	0	0	0
911241	暁霞を拓き、朝を掴む	1	91124	2	180	200	5	1	0	0	0
911321	Watch Us Flourish	1	91132	2	180	200	5	1	0	0	0
920011	威風堂々、夢錦！	1	92001	2	180	200	5	1	0	0	0
920031	歌舞歓楽や、ああをかし	1	92003	2	180	200	5	1	0	0	0
920041	霊験灼然チョベリグ神託	1	92004	2	180	200	5	1	0	0	0
920051	Gloire à toi!	1	92005	2	180	200	5	1	0	0	0
920061	灰の光跡：シンデレラグレイ	1	92006	2	180	200	5	1	0	0	0
920071	Vive la GOLD	1	92007	2	180	200	5	1	0	0	0
920101	Have S'more Love!	1	92010	2	180	200	5	1	0	0	0
920111	演舞・撫子大薙刀	1	92011	2	180	200	5	1	0	0	0
920131	きらめくは海、まばゆきは君	1	92013	2	180	200	5	1	0	0	0
920231	勝利ヘ至ル累積	1	92023	2	180	200	5	1	0	0	0
920241	HOP STEP♪LOCK ON!	1	92024	2	180	200	5	1	0	0	0
920251	迷える時も、幽かなる時も	1	92025	2	180	200	5	1	0	0	0
920301	あおぞらクッキング♪	1	92030	2	180	200	5	1	0	0	0
920311	全力全開！サイクロン	1	92031	2	180	200	5	1	0	0	0
920321	超光速微粒子の可能性	1	92032	2	180	200	5	1	0	0	0
920351	GO! Full-send	1	92035	2	180	200	5	1	0	0	0
920371	潮風のGeschenk	1	92037	2	180	200	5	1	0	0	0
920401	Silent Sunset Gold	1	92040	2	180	200	5	1	0	0	0
920411	桜吹雪くスプリントバースト	1	92041	2	180	200	5	1	0	0	0
920451	忍法・ほほえみ心結の印	1	92045	2	180	200	5	1	0	0	0
920461	Forward March!	1	92046	2	180	200	5	1	0	0	0
920481	ヤバ技☆ジャグルビート	1	92048	2	180	200	5	1	0	0	0
920501	Overdrive Speed	1	92050	2	180	200	5	1	0	0	0
920601	もちっと・ハレハレ	1	92060	2	180	200	5	1	0	0	0
920611	理想へのwinding road	1	92061	2	180	200	5	1	0	0	0
920671	ポンテ・デ・ディアマン	1	92067	2	180	200	5	1	0	0	0
920681	ミンナノアタシへ！	1	92068	2	180	200	5	1	0	0	0
920771	一杯全力、お届けします！	1	92077	2	180	200	5	1	0	0	0

【6. 已排除的混乱/错误】
- 不使用“1201～2300三次函数外推、2300=20355、2300以后封顶”的表。当前固定真实表覆盖0～2800；本文件逐点列出。
- 不生成 LF+1+1+1… 这种不可读名称；使用规范化数字后缀并保留原始Rank ID。
- 不把“每个金技能约500、普通技能约120～240”当精确数据；精确基础值逐技能取自grade_value。
- 不把Hint折扣、切れ者折扣、技能评价分、剩余技能Pt评价混为同一个量。

【7. 完整性校验】
- 属性表行数: 2801；首项 0->0；1200->3841；2300->10117；2800->14280。
- Rank行数: 298；首级 G=0～299；末级 LF174=190400～999999。
- 带价格技能行数: 1129。
